Geneid,AK079M,AK083M,AK095M,AK096M
ENSG00000048828,1508.5,7312.67,9782.17,2623
ENSG00000197724,221,1132,1522,649.17
ENSG00000131668,12,52,98,58
ENSG00000158079,46,199,233,112
ENSG00000175787,83,61,97,113
ENSG00000130950,0.27,0,0.5,0.4
ENSG00000148110,237,1401,1756,625
ENSG00000130957,1,1,0,0
ENSG00000165140,0,0,0,0
ENSG00000148120,1025.33,1514.17,2210.23,1847.33
ENSG00000158169,39,377,365,82
ENSG00000185920,134,332,400,356
ENSG00000182150,387,747,844,562
ENSG00000275465,0,0,0,2
ENSG00000130948,2,0,1,0
ENSG00000130958,77,257,353.5,123
ENSG00000165244,296,253,317,497.5
ENSG00000130956,210.5,270,258,256
ENSG00000081377,56.67,261,369.33,122
ENSG00000158122,72,186,218.5,165
ENSG00000081386,119,200,185,137
ENSG00000196597,86,69.67,71,135
ENSG00000188152,1.17,0,1.29,7
ENSG00000196312,88,193.5,261.5,139.33
ENSG00000136943,11,192.17,204,17
ENSG00000197816,6,39,61,14
ENSG00000196116,165,521,700,274
ENSG00000136842,2,105,85,12
ENSG00000136925,221,378.5,434,367
ENSG00000136937,631.5,2588,3129.5,917
ENSG00000136936,105,210,238,185
ENSG00000178919,92,54,88,146
ENSG00000136932,156,280,335,251
ENSG00000136929,0,0,0,0
ENSG00000136938,776.5,3774.67,3812.5,1422.33
ENSG00000095380,162.5,1054,1373,345
ENSG00000106785,142,252,404,272
ENSG00000106789,2,30,60,19
ENSG00000095383,111,291,663.67,371
ENSG00000136928,0,4,21,4
ENSG00000165138,276,847,1244,650
ENSG00000119514,11,149.5,194,24
ENSG00000204291,8,19,31,9
ENSG00000106799,199,934,2018,515
ENSG00000119523,672,1279,1716,1355
ENSG00000106803,160,631,744,394.5
ENSG00000119508,235,84,98,231
ENSG00000136874,40,231,234,104
ENSG00000023318,158,872,1268,273
ENSG00000119509,79,638,735,273.5
ENSG00000136891,567,1240.5,1368,822
ENSG00000066697,803.42,1117.62,1213.17,762.96
ENSG00000251349,138.08,203.54,226,112.04
ENSG00000241697,12.5,67.67,88.5,17
ENSG00000170681,5,5,12,6
ENSG00000148123,0,0,2,0
ENSG00000136881,55,180,494,128
ENSG00000136897,260.5,577.83,623.5,418
ENSG00000136870,284,268,418,419
ENSG00000136872,0,0,0,0
ENSG00000165152,168,456,770.5,369
ENSG00000155827,252,1336,1709,480
ENSG00000198785,0,0,0,0
ENSG00000188386,0,0,0,0
ENSG00000155833,0,0,0,0
ENSG00000136824,252,2802,2878,429
ENSG00000186881,0,0,0,0
ENSG00000148136,0,0,0,0
ENSG00000204246,0,0,0,0
ENSG00000186943,0,0,0,0
ENSG00000277556,0,0,0,0
ENSG00000276119,0,0,0,0
ENSG00000136839,0,0,0,0
ENSG00000179055,0,0,0,0
ENSG00000136783,105.25,230.5,348,128.5
ENSG00000165028,8.75,8.5,12.67,14
ENSG00000165029,343,797.33,1012,700
ENSG00000070214,97,1203,1666,222
ENSG00000106701,203,110,167,307
ENSG00000106692,76,258,357,116
ENSG00000186051,0,0,0,0
ENSG00000095209,30,295,335,49
ENSG00000148143,1216,1332.5,1220,1157
ENSG00000242631,14,34.5,20,11
ENSG00000119318,936,4106.5,4293,1486.5
ENSG00000136826,1884.5,962,1586,2310.5
ENSG00000148156,2,0,2,2
ENSG00000187003,0,0,0,0
ENSG00000070061,385,2277,2537.5,624
ENSG00000119328,103,205,219,111
ENSG00000119326,572,2214,2564,587
ENSG00000106771,575,2427.5,3665.5,1174
ENSG00000260230,0,2,2,0
ENSG00000095203,83,341,535,225
ENSG00000070159,122,951.5,1135,280
ENSG00000243444,1,4,0,1
ENSG00000157654,566.5,730.5,1075,878
ENSG00000241978,618.5,777.5,1179,954
ENSG00000188959,2,0,2,0
ENSG00000136810,1111.23,6150.17,6729.08,2544.33
ENSG00000204193,0,0,0,0
ENSG00000165124,8,57,69,19
ENSG00000030304,0,2,0,0
ENSG00000198121,53,448,513,182
ENSG00000171133,3,0,0,0
ENSG00000136813,1425,5470.5,6597,2461.5
ENSG00000173258,15,67,98,26
ENSG00000106853,528,6010,7408.83,1468.33
ENSG00000059769,208.61,254.36,289.56,258.33
ENSG00000244115,108.63,262.99,342.64,182.83
ENSG00000242616,89.33,357.99,502.97,154.33
ENSG00000165181,7,0,0,0
ENSG00000148154,934,713,732,980
ENSG00000106868,106,348,468,107
ENSG00000119314,592.5,2674.5,3528,1153
ENSG00000119471,93,870,1066,159
ENSG00000165185,83,441,631,268
ENSG00000148153,31,113.5,107,89.1
ENSG00000148158,48,180,229,122.67
ENSG00000119457,0,0,0,0
ENSG00000136866,31,74,78,82
ENSG00000136867,8,32,33,15
ENSG00000119321,331,1209,1446,498
ENSG00000136868,20,216,244,43
ENSG00000176386,46.5,188.17,193.5,96.5
ENSG00000136875,663,1968.5,2284,1155
ENSG00000165188,0,0,0,0
ENSG00000148225,18,44,48,13
ENSG00000119411,0,2,7,0
ENSG00000119431,281,219,446,675
ENSG00000148218,33,304,488,143
ENSG00000148229,280,836.5,1017.5,573
ENSG00000157653,4,6,13,16
ENSG00000138835,150,1120,1730,462
ENSG00000157657,59,675,986,279
ENSG00000106927,10,92,166,5
ENSG00000136883,34,71.5,149,74
ENSG00000196739,564,1341,1834.5,1014
ENSG00000229314,0,0,0,0
ENSG00000228278,0,0,0,0
ENSG00000106948,103,558,857,267
ENSG00000095397,77,167,314,149
ENSG00000136888,293,572,640.5,491
ENSG00000157693,71,224,364,133
ENSG00000181634,0,0,12,0
ENSG00000106952,0,0,0,0
ENSG00000041982,26,79,134,28
ENSG00000173077,0,0,0,0
ENSG00000182752,934,2916,4352,1743
ENSG00000148219,16,122,143,55
ENSG00000119401,502,818,1108,1062
ENSG00000136869,1,9,10,2
ENSG00000078725,0,3,5,0
ENSG00000136861,214,2288,2526,530
ENSG00000106780,273,1347,2148.5,1018
ENSG00000119402,344.83,1198,1510,679
ENSG00000095261,272,1287,1569,579
ENSG00000119403,342,1527,2345.5,813
ENSG00000056558,274,113,149,268
ENSG00000106804,23,1346,1068,54
ENSG00000119397,193,849,966,327
ENSG00000119396,345,1082,1459,716
ENSG00000148180,67,1445,2096.5,270
ENSG00000148175,130,1247,1334,212
ENSG00000280315,0,2,0,0
ENSG00000136848,152,657.5,1092,418.6
ENSG00000175764,178,116,174,186
ENSG00000119421,212,790,957,421
ENSG00000185681,0,0,0,0
ENSG00000106852,0,3,9,2
ENSG00000119446,101,361,394,187
ENSG00000148187,243,804.5,888,430.5
ENSG00000095303,17,51,79,28
ENSG00000136834,0,0,0,0
ENSG00000197233,0,0,0,0
ENSG00000239590,0,2,7,2
ENSG00000171505,0,0,0,0
ENSG00000171501,0,0,0,1
ENSG00000171496,0,0,0,0
ENSG00000165202,0,2,0,0
ENSG00000280094,0,0,0,0
ENSG00000171484,0,0,0,0
ENSG00000173679,0,0,0,0
ENSG00000171481,0,0,0,0
ENSG00000136939,0,0,0,0
ENSG00000171459,0,0,0,0
ENSG00000148215,0,0,0,0
ENSG00000136940,100,423,433,195
ENSG00000165204,0,0,0,0
ENSG00000056586,652.5,1762.5,1974.5,1029
ENSG00000186130,231,196,232,319
ENSG00000171448,205.5,134,122,298
ENSG00000011454,212,1071,1213.5,346.5
ENSG00000188394,19,0,1.5,13.5
ENSG00000165209,73,855,781,109
ENSG00000148204,5,6,17,9
ENSG00000119522,48,862,1195,180
ENSG00000106689,28,103,191,67
ENSG00000119408,246.5,1538,2087.5,651.5
ENSG00000136930,518,3094.2,3246,1001.5
ENSG00000180264,0,0,0.83,0
ENSG00000136931,0,0,0,0
ENSG00000148200,53,86,97,168
ENSG00000185585,51,618,1110,169
ENSG00000136918,0,7,5,5
ENSG00000136942,3193.92,8865.6,10172.09,6069.85
ENSG00000136950,237,508,509,518
ENSG00000136935,155,548,684,276
ENSG00000173611,23,152,170,48
ENSG00000119414,241,1135.5,1257.33,418
ENSG00000136933,335,880,1023.17,582
ENSG00000044574,1893.67,18914.83,19648.67,2695.5
ENSG00000165219,435,1759,2152,690
ENSG00000119487,183,1504,1686,381
ENSG00000167081,45,253,323,157
ENSG00000196814,25,147,191,69
ENSG00000136944,10,104,182,40
ENSG00000169155,419,214,230,591
ENSG00000177125,335,220,271,628
ENSG00000136828,5,90,118,14
ENSG00000136859,0,0,0,0
ENSG00000136895,56,77,114,81
ENSG00000136856,77,268,364,145
ENSG00000196152,227,189,201,328
ENSG00000197958,2187.3,7804.48,8069.82,3696.3
ENSG00000148356,208,484,677,342
ENSG00000136830,1559,7634.5,11172.5,4717
ENSG00000136854,73,942.5,1055.67,206
ENSG00000160401,2,0,0,4
ENSG00000187024,208,332,435,488
ENSG00000167094,6,4,0,9
ENSG00000160404,84,174,242,166
ENSG00000095370,3,2,1,2
ENSG00000279363,0,0,0,0
ENSG00000136807,794,906,1483,1424
ENSG00000136877,671,1818,3050.17,1248
ENSG00000106991,4,2,6,4
ENSG00000106992,81,598,780.5,240.5
ENSG00000160408,196,332,495,294
ENSG00000136840,105,414,598.5,296
ENSG00000167103,42,53,67,45
ENSG00000136908,197,344,430,344
ENSG00000167106,814.5,2835.5,3293,2313.33
ENSG00000171169,65,98,202,154
ENSG00000148339,411,357,431,679
ENSG00000148334,526,1922,2573,1055
ENSG00000148346,3,53,37,18
ENSG00000171159,50,372,696,196
ENSG00000148337,747,3840,5146,1711
ENSG00000106976,353,4769,7101.79,1264.83
ENSG00000167110,403.5,1270,1454.35,662.75
ENSG00000175854,87,353,517,188
ENSG00000167112,288,1402,1808,624
ENSG00000167113,449,1159.5,1729.5,892
ENSG00000167114,543,1814,2595.5,1284
ENSG00000167118,125,462,641,265
ENSG00000167123,227,1343,2351,624
ENSG00000136811,267,1651.67,1724,510
ENSG00000119392,258,1589,2117,635
ENSG00000197694,2544.5,10802.5,15826,3700.5
ENSG00000119333,786,5310.5,7738.83,2247.5
ENSG00000119335,1920.05,7670.6,8459.53,3059.02
ENSG00000160447,379,1269,1847,876.5
ENSG00000160446,121,1108,1929.5,462
ENSG00000160445,104,743.5,891,252
ENSG00000107021,135,326,506,292
ENSG00000167136,201,494.5,805,549
ENSG00000198917,347,578,746,712
ENSG00000171097,59,326,414,158
ENSG00000136802,823.5,2443,3259.5,1614
ENSG00000175287,2,1,4.61,2
ENSG00000251184,18,78,105.94,26
ENSG00000175283,322,857,1181,600
ENSG00000095319,789,4292.67,5432.94,1573
ENSG00000148341,231,1025.5,1503.5,569
ENSG00000148343,106,278,428,258
ENSG00000167130,61,268,314.5,150
ENSG00000095321,209,1484,2175,551
ENSG00000119383,209,2203,2774.5,596
ENSG00000188483,1315,1898.5,3212.67,3563
ENSG00000148335,509,916,1193,1072.33
ENSG00000179058,0,0,0.17,2
ENSG00000148331,403,580,667,925.67
ENSG00000167157,6,59,146,33
ENSG00000148344,62,881,1264.4,209
ENSG00000136816,135,287,553,277
ENSG00000136827,295,923,1148,582.5
ENSG00000136819,166,497,619,352
ENSG00000136878,88,310,433,208
ENSG00000187239,188,745,824.2,345
ENSG00000148358,134,927,1162,244
ENSG00000107130,143,794,932,367
ENSG00000148357,4,0,7,7.5
ENSG00000130707,24,190,250.5,28
ENSG00000107164,305,1528.5,1880,501
ENSG00000130711,1,0,2,6
ENSG00000130713,292,1153,1192,668
ENSG00000097007,805.2,2800,4690.67,1795
ENSG00000188710,0,0,0,0
ENSG00000130720,53,252,462,135
ENSG00000050555,27,194,301,53.5
ENSG00000126878,5,45,55,8
ENSG00000126883,716,2609,3239.5,1213
ENSG00000126882,3,11,34,5
ENSG00000160539,0,0,0,0
ENSG00000130723,3269,5776,8635.67,5204.5
ENSG00000130714,230,674.5,1137,341.83
ENSG00000130717,116,374,486,299
ENSG00000107263,416,2525,3943,983
ENSG00000160563,75,529.5,583,127
ENSG00000196358,66,46,71,75
ENSG00000107290,1737.5,3547.5,3962.2,1947
ENSG00000125482,282,640,731,473
ENSG00000188523,2,0,6,0
ENSG00000125492,2,0,0,0
ENSG00000125485,534,786,991,637
ENSG00000125484,1071.5,1677,1935.5,1775
ENSG00000165695,12,27,26,13
ENSG00000165698,18,92,119,57
ENSG00000165699,274,794,1078,456
ENSG00000165702,0,0,0,0
ENSG00000148308,323,1510,2080.67,902
ENSG00000170835,55.33,54,80,54.33
ENSG00000160271,501,994,1802,1220
ENSG00000148288,2,15,52,9
ENSG00000171102,0,0,0,0
ENSG00000175164,0,0,0,0
ENSG00000148296,953,636.5,943.5,1701
ENSG00000148297,197,323.5,491.5,447
ENSG00000148303,4537.43,25976.6,32401.21,11116.58
ENSG00000148290,125,561,883,263
ENSG00000148291,252,493,653,455
ENSG00000148248,387,3449.67,4468,986.5
ENSG00000198870,9,5,11,14
ENSG00000148300,420.5,617,754.5,683.5
ENSG00000160323,14,35,35,46
ENSG00000160325,34,49,104,67
ENSG00000160326,381,348,817,556
ENSG00000187616,0,0,0,0
ENSG00000197859,3,0.5,0,0
ENSG00000196990,0,0,0,0
ENSG00000123454,0,0,0,0
ENSG00000123453,3,2,4,0
ENSG00000160293,138,1553,2604.5,704
ENSG00000169925,466,1469,2524.5,1035.5
ENSG00000196363,557,1576,1739.5,1154.5
ENSG00000186350,152,1441.5,1738.5,566.67
ENSG00000130635,375,4015,15448.5,1546
ENSG00000160339,0,0,0,0
ENSG00000085265,0,0,0,0
ENSG00000130558,26,187,304,74
ENSG00000178243,0,0,0,0
ENSG00000196422,781.17,1369.17,2127,1617
ENSG00000160345,27,93,123,56
ENSG00000122140,798.5,1764,2202.5,1323.5
ENSG00000160349,0,0,1,0
ENSG00000122136,0,0,0,0
ENSG00000122133,2,1.5,0,0
ENSG00000204007,0,0,0,0
ENSG00000148386,0,0,0,0
ENSG00000165643,2,0,0,0
ENSG00000107147,2,0,0,0
ENSG00000130559,1288,2441,3261.5,2523.5
ENSG00000130560,153,922,1294.5,483
ENSG00000148411,666,1824,2780,1769.5
ENSG00000238227,257,365,469,640.5
ENSG00000107187,14,2,4,9
ENSG00000165661,685,1820,2349,1380.5
ENSG00000279813,0,0,0,0
ENSG00000260220,8,4,5,4
ENSG00000160360,216.5,411,676,461
ENSG00000213221,77,275,409,256.33
ENSG00000187796,84.5,83.5,107,94
ENSG00000165684,1755.5,1421.5,1916,3039.17
ENSG00000165689,1494.83,1890.75,2194,2377.5
ENSG00000165688,937,2203.67,2690,1727
ENSG00000148384,1081,814,1255.5,2024
ENSG00000148396,2632.17,5983.45,8989.83,4180.67
ENSG00000196366,119,30,18,79
ENSG00000148400,1052,2266,3473.5,2392
ENSG00000172889,130,1119.5,1744.92,508
ENSG00000169692,260,1356,1896,809
ENSG00000165716,49,274,320,160
ENSG00000204003,0,0,0,0
ENSG00000187922,1,0,0,0
ENSG00000267206,0,0,0,0
ENSG00000204001,0,0,0,1
ENSG00000177984,0,0,4,0
ENSG00000244187,49,331.5,451.5,174.5
ENSG00000272896,12,83.5,101,36.5
ENSG00000213213,15,42,59.5,19
ENSG00000196642,640,4685.33,6975.83,1937.83
ENSG00000232434,245,152,261,335.33
ENSG00000054148,514,2199,3038,1370
ENSG00000177943,492,493,759,950
ENSG00000107223,643,2537,3210,1530
ENSG00000127191,657.5,1848.5,2540,1807.5
ENSG00000159069,1711,3270,5075,3150.5
ENSG00000176919,19,12,32,71
ENSG00000184925,13,16,27,22
ENSG00000107317,2,4,0.5,2
ENSG00000214402,2,0,0,2
ENSG00000148362,408,853,1326,880
ENSG00000169583,4,12,33,17
ENSG00000107331,544,2878.5,4856,1610
ENSG00000180539,0,2,0,4
ENSG00000180549,3,0,0,6
ENSG00000279073,86.5,172.5,286.5,182.5
ENSG00000107281,597.5,1187.5,2045,1536.5
ENSG00000054179,2,48,147,28
ENSG00000186193,83,735.67,1282.17,449.75
ENSG00000197355,116,258,429,238
ENSG00000177239,363,1997.5,2846.5,825.5
ENSG00000176978,786,1778.5,2633,1626
ENSG00000176884,1,0,7,1
ENSG00000184709,27,38,64,75
ENSG00000261793,2,0,0,0.5
ENSG00000185863,4,1,0,7.5
ENSG00000176248,484,1707.67,2550.5,1198
ENSG00000176101,223,968,1440,738
ENSG00000176058,324,384,689,736
ENSG00000187713,308,361,701.5,753
ENSG00000188566,563.5,1103.5,1710,1057
ENSG00000212864,15,24,17,41
ENSG00000197191,48,34,64,65
ENSG00000233198,9,4,3,4
ENSG00000198569,13,8,11,17.5
ENSG00000188229,4661.97,13275.48,18309.13,8538.83
ENSG00000188163,3,1,0,3
ENSG00000197768,63,4,2,53
ENSG00000188986,834.5,2339,3647.5,1935
ENSG00000198113,448,924,1469,1165
ENSG00000198435,140,47,68,198
ENSG00000187609,21.17,61.08,107.33,46.5
ENSG00000188747,118,191,335,189.5
ENSG00000188833,4,13,7,10
ENSG00000165802,1030,1324,2125,1862
ENSG00000130653,36,44,69,68
ENSG00000182154,540,1419,1995,1430.5
ENSG00000148399,520,650,911,856.5
ENSG00000165724,386,577,789,740
ENSG00000197070,165,608.5,979,437
ENSG00000181090,344,2215,3298,1176
ENSG00000148408,2,7,9,4
ENSG00000250210,0.98,0.56,0.22,0.5
ENSG00000276497,0,0,0,0
ENSG00000278608,0,0,0,0
ENSG00000276539,0,0,0,0
ENSG00000276559,0,0,0,0
ENSG00000198888,51000.08,49791.07,32995.33,36832.5
ENSG00000198763,41776.82,40879.38,25247.94,28835.73
ENSG00000198804,131735.03,121586.18,102177.7,119327.04
ENSG00000198712,39591.33,39599.83,30089.83,32976.5
ENSG00000228253,7244.25,7590.14,4375.87,4470.79
ENSG00000198899,33352.33,36495.22,21785.12,24099.29
ENSG00000198938,49452.58,49993,37216.75,40879.25
ENSG00000198840,6971.5,7180,4965,5493.5
ENSG00000212907,10899,11059.04,7437.33,8298.25
ENSG00000198886,68919.08,69124.04,46121.83,51440.67
ENSG00000198786,41367,43738.17,26685.83,30164
ENSG00000198695,2420.83,2295.33,1559.83,1863.17
ENSG00000198727,32540.25,29056.33,18060.5,22971.67
ENSG00000276256,15.93,136.21,156.01,31.58
ENSG00000278198,5,0.1,0,1.25
ENSG00000277630,0,0,0,0
ENSG00000278384,2,0,1.33,2.33
ENSG00000273748,12.32,27.82,45.04,32.24
ENSG00000182378,115,527,649,256
ENSG00000178605,440,1472.67,2169.5,791
ENSG00000167393,206.2,721,1179.33,588
ENSG00000185960,0,0,0,0
ENSG00000205755,19,70,97,20
ENSG00000198223,6,52,65,10
ENSG00000185291,2,6,13,5
ENSG00000169100,1280.5,8016.67,10592.17,3304
ENSG00000169093,205,967,1136,379
ENSG00000182162,0,0,0,0
ENSG00000197976,1596,1862,2745,2794
ENSG00000196433,3,1,4,1
ENSG00000169084,98.5,946.33,1119.5,310
ENSG00000214717,627,1286,1878,1260
ENSG00000002586,423,3677,5367.75,1370
ENSG00000124343,0,1,0,0
ENSG00000056998,6,119.5,154,25
ENSG00000006756,71,436,614.5,142
ENSG00000157399,76,1117.5,1491,233.5
ENSG00000205667,0,0,0,0
ENSG00000062096,0,0,0,0
ENSG00000101825,0,0,0,0
ENSG00000183943,75,569.17,674.17,198
ENSG00000146938,0,1.5,3,0
ENSG00000169059,0,0,0,0
ENSG00000130021,95.5,472,570,274
ENSG00000101846,12,92,99,19
ENSG00000182583,0,0,0,0
ENSG00000006757,11,32,101,16
ENSG00000177504,0,0,0,0
ENSG00000205642,0,0,0,0
ENSG00000011201,0,4,0,0.25
ENSG00000183304,0,0,0,0
ENSG00000177138,0,0,0,0
ENSG00000101849,47,632.5,799,118
ENSG00000101850,0,0,0,0
ENSG00000146950,16,78,111,35
ENSG00000234469,0,0,0,0
ENSG00000047644,214,1236,1918,543
ENSG00000073464,83,141,187,49
ENSG00000101871,818,3893.5,4120.17,1622.5
ENSG00000004961,202,664,651.5,297
ENSG00000047648,0,0,4,0
ENSG00000125363,0,0,0,0
ENSG00000005302,301,749,917,373.83
ENSG00000169933,0,6,2,0
ENSG00000101911,74,860,1082,200
ENSG00000196664,2,0,0,0
ENSG00000101916,0,0,0,0
ENSG00000205542,1646.32,6190.07,8856.41,4363.87
ENSG00000187268,2,0,0,0
ENSG00000123594,0,0,0.2,0
ENSG00000198759,0,0,0,0
ENSG00000176896,16,28,28,36
ENSG00000123595,195,399.5,358,336
ENSG00000196459,48,95,114.5,56.5
ENSG00000046651,297,654,740.5,446.5
ENSG00000046653,0,0,0,0
ENSG00000046647,29,117,182,57
ENSG00000101958,0,0,0,0
ENSG00000181544,57,272,291.33,108
ENSG00000130150,52,327,417,81
ENSG00000102048,27,359,455.5,69
ENSG00000165192,0,0,0,0
ENSG00000165195,108,228,198,131
ENSG00000165197,0,10,24,4
ENSG00000087842,45,1401,1161,119
ENSG00000102010,0,0,0,0
ENSG00000130234,0,0,0,0
ENSG00000147003,1,23,4,2
ENSG00000169239,16.5,101.62,106.5,39.33
ENSG00000169249,108,149,138.33,130
ENSG00000182287,43.5,271.5,263.83,50
ENSG00000126010,6,2,2,2
ENSG00000182798,0,0,0.5,0
ENSG00000047230,48,482,642,118
ENSG00000169906,0,0,0,0
ENSG00000169895,115,1358,1734,299
ENSG00000086712,230,478,576.5,408
ENSG00000102054,347,3447,3782.5,701
ENSG00000169891,15,52,21,19
ENSG00000188158,393,799,1163,749
ENSG00000047634,46,170,164,75
ENSG00000131831,0,0,0,4
ENSG00000177324,0,0,0,0
ENSG00000102098,161,549,545,286
ENSG00000008086,240,559,699,406
ENSG00000102104,0,0,0,0
ENSG00000086717,1,23,4,1
ENSG00000044446,205,806,971,346
ENSG00000173698,36,343,552,75
ENSG00000131828,414,2582.5,3138.5,755
ENSG00000180815,50,233,187,73
ENSG00000147010,197,2039.5,2795.5,460
ENSG00000173681,80,154,198,76
ENSG00000184368,10,64,97,8.5
ENSG00000173674,264.83,1205.17,1367,537.33
ENSG00000177189,326.5,2194.5,2874.5,560
ENSG00000149970,38,237,307,78
ENSG00000185915,0,0,2,0
ENSG00000091482,0,0,0,0
ENSG00000012174,132.4,969,1055.5,285
ENSG00000230797,59,57,121,47
ENSG00000102172,749.17,3239.67,3771.87,1198.92
ENSG00000102174,12,20,20,8
ENSG00000175809,0,0,0,0
ENSG00000184735,0,0,0,0
ENSG00000165186,0,0,0,0
ENSG00000123131,390.5,3175,4146.67,831
ENSG00000123130,658,1731,2348.67,976.5
ENSG00000130066,2746,1950,2655.5,2616.58
ENSG00000184831,48.5,234,224,80
ENSG00000165182,0,8,1,0
ENSG00000174010,235,479,553,515
ENSG00000130741,850.5,6227,6936,1533
ENSG00000005889,519,1196.5,1164.5,993.5
ENSG00000067992,3,223,240,21
ENSG00000102230,0,0,0,0
ENSG00000101868,215.5,1637,1783,408
ENSG00000004848,2,13,21,8
ENSG00000176774,0,0,0,0
ENSG00000176746,0,0,2,1
ENSG00000188408,0,0,0,0
ENSG00000189186,0,0,0,0
ENSG00000177689,0,0,0,0
ENSG00000226372,0,0,0,0
ENSG00000169306,2,2,0,0
ENSG00000099399,0,0,0,0
ENSG00000198798,0,0,0,0
ENSG00000120289,0,0,0,0
ENSG00000214107,0,0,0,0
ENSG00000169297,1386,2234,1667.67,1943
ENSG00000120280,0,0,0,0
ENSG00000198814,3,50,31.83,10.58
ENSG00000157625,137,387,372,197
ENSG00000132446,0,0,0,0
ENSG00000198947,0,0,0,0
ENSG00000185448,0,0,0,0
ENSG00000147027,2,8,1,4
ENSG00000189132,0,0,0,0
ENSG00000189023,0,0,0,0
ENSG00000165164,0,1,0,0
ENSG00000176034,0,0,0,0
ENSG00000205081,0,0,0,0
ENSG00000198173,0,0,0,0
ENSG00000130962,27.5,98,96.5,61.5
ENSG00000250349,4.5,56,33,8.5
ENSG00000147036,0,0,0,0
ENSG00000047597,2,24,11,6
ENSG00000165168,0,2,0,0
ENSG00000165169,26,116,145.5,38
ENSG00000187516,0,0,0,0
ENSG00000147041,0,0,2,0
ENSG00000101955,4,94,52,12
ENSG00000156313,120,474,519.5,218
ENSG00000036473,0,0,0,0
ENSG00000156298,2,59,32.5,0
ENSG00000165175,518,533,714,1219
ENSG00000183337,2131,3034,3936,4014
ENSG00000182220,150,1565.5,2130.33,255.5
ENSG00000185753,116,187.5,211,148
ENSG00000180182,312,2021,2270,501
ENSG00000124486,1140,6893,7988.83,1662
ENSG00000215301,2294.5,7191,8181.5,3499.5
ENSG00000188937,0,0,0,0
ENSG00000147044,67,1367,1581,236
ENSG00000171659,0,0,1,0
ENSG00000171657,2,0,0,0
ENSG00000279849,0,0,0,0
ENSG00000189221,3,5,6,0
ENSG00000069535,0,2,7,2
ENSG00000124479,0,0,0,0
ENSG00000183690,0,0,2,0
ENSG00000069509,71,146,225,105
ENSG00000189037,0,0,0,0
ENSG00000147050,409,707,881,729.5
ENSG00000147113,0,0,0,0
ENSG00000147121,63,127,153,94
ENSG00000251192,84.5,111,89,92
ENSG00000147119,204,341,647,516
ENSG00000065923,139,408,634,221.5
ENSG00000102218,119,307,373,148
ENSG00000102221,151,818,1126,416
ENSG00000130988,0,0,0,0
ENSG00000147123,361.5,1909,2798,991
ENSG00000182872,746,2617.67,3268.17,1297
ENSG00000130985,2019.5,11554.25,15786.5,3337
ENSG00000102225,1122.5,3879.25,4563,1927.5
ENSG00000102226,468,2219,2706.5,759
ENSG00000147117,0,0,0,0
ENSG00000147124,60,191,247,141
ENSG00000078061,539,2079,2814,959.5
ENSG00000008056,3,2,8,4
ENSG00000102265,433,1822,2244,831.67
ENSG00000126759,28,21,24.25,19
ENSG00000126767,508,1168.33,1500.42,963.33
ENSG00000126756,199,869,1099,357
ENSG00000279988,2,2,1,2
ENSG00000197779,24,71,56,49
ENSG00000147118,93,190,182,144
ENSG00000221994,4,0,0,3
ENSG00000171489,0,0,0,0
ENSG00000171478,0,0,0,0
ENSG00000165583,0,0,0,0
ENSG00000126752,0,0,0,0
ENSG00000165584,0,0,0,0
ENSG00000268009,0,0,0,0
ENSG00000269791,0,0,0,0
ENSG00000017483,4,6,10,8
ENSG00000068438,547,1191,1614.33,979
ENSG00000102312,114,299,518.5,242
ENSG00000147155,138,1067,1313,335
ENSG00000068354,373,471,671,643
ENSG00000102317,804,2615.5,3201,906
ENSG00000101940,658,1423,2323,1191
ENSG00000015285,9,16,18,10
ENSG00000101945,316,744,969,656
ENSG00000171433,0,0,0,0
ENSG00000102145,0,0,0,0
ENSG00000094631,256,1260,1916,658
ENSG00000187682,0,1,0,0
ENSG00000102109,104,492.25,927,350
ENSG00000126768,194.5,720,922,380
ENSG00000102103,370,1291,1381,738
ENSG00000102100,370,889,1339,809
ENSG00000102096,52,167,228,138
ENSG00000068308,478,1923,2728,873
ENSG00000102057,28,64,61,24
ENSG00000068400,352,1094.75,1488,569.83
ENSG00000068323,600,1730,2307.5,1091
ENSG00000147144,64,143,205,188
ENSG00000243279,49,178,266,131.83
ENSG00000250232,123,276.42,424.5,184.54
ENSG00000196998,306.33,561.58,1009.5,455.12
ENSG00000068394,165,583,716.5,366
ENSG00000280116,0,0,0,0
ENSG00000269313,7,25,43,20.5
ENSG00000102007,617,3346,4845,1455
ENSG00000012211,262,620,909.33,711
ENSG00000102003,30,38,73,30
ENSG00000102001,1,0,0,0
ENSG00000101997,168,734,1002,268
ENSG00000049768,17,7,6,7
ENSG00000049769,250,187,258,331
ENSG00000215274,0,0,0,0
ENSG00000224659,0,0,0,0
ENSG00000274274,0,0,0,0
