,AK006F,AK007F,AK008F,AK010F,AK012F,AK014F,AK016F,AK017F,AK018F,AK019_20F,AK020_21F,AK029_30F,AK034F
ENSG00000206449,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206447,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215425,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206445,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206440,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173503,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206439,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206437,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206433,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206430,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206428,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206427,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000096155,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206409,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203623,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206408,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206406,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239285,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206404,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206403,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243804,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206402,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206401,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206398,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206396,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206395,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206394,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235569,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227686,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000172850,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206383,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215328,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212866,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206380,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000184494,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206378,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206376,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206372,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206366,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241253,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206357,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206353,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206346,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206342,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272295,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206340,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206338,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229353,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206331,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206329,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254875,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244444,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206324,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183574,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206320,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206315,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206314,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206312,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206310,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229597,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206308,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196101,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206306,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206305,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206302,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225103,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196610,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206299,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206298,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243594,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206297,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241674,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242685,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215077,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206292,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206291,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215048,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206290,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206289,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206288,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000112474,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206287,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206286,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000096150,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206285,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206284,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206283,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206282,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206281,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206280,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206279,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204197,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229006,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233566,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233831,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227639,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278450,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226832,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233618,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226000,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234195,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227137,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250364,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225247,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223898,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235441,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229408,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237284,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236561,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234669,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229698,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233095,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223980,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233795,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237829,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230467,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224168,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233931,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229346,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224145,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234046,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229929,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239927,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230254,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226882,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229202,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225989,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238104,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223775,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234549,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237100,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226171,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236428,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231135,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232421,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230143,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235030,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234674,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237582,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206435,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228964,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231225,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227772,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226841,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235439,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254899,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234920,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236346,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230279,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230108,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238114,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230791,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223833,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235588,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231825,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233348,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235754,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226103,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228605,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224774,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239497,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000111971,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230475,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241822,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258880,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226187,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235302,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235925,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231003,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228128,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223639,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237333,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255419,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237918,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234433,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231945,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234846,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232180,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224143,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235696,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242335,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233801,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228896,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234798,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236250,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233312,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228454,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198457,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236236,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235956,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227600,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239974,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228892,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227277,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237405,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224952,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234508,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234876,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232106,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224242,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234794,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227357,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228080,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232062,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231939,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231526,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226165,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239457,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232326,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231631,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243958,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224748,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241296,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243215,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235307,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232957,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236177,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226826,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232541,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236014,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227794,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233450,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225553,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226492,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227460,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236515,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275798,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277263,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275368,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276187,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275555,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275333,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275122,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273993,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177706,298,227,328,110,6,347,262,328,342,1221,812,779,142
ENSG00000197461,219,155,233,160,23,230,201,272,253,938,679,766,134
ENSG00000188191,142,127,232,37,1,301,261,382,293,369,345,354,202
ENSG00000164818,617,717,1047,163,14,1678,1400,1808,1628,1905,2198,2052,642
ENSG00000164828,426,380,554,157,13,1106,1013,1301,1342,1889,1778,1668,610
ENSG00000239857,302,332,442,172,25,488,392,526,505,1520,964,1032,277
ENSG00000105963,8,5,16,5,3,17,14,19,15,88,26,35,12
ENSG00000240230,170,196,228,141,7,153,152,167,209,854,608,655,76
ENSG00000073067,1,0,0,0,0,0,0,0,0,1,1,0,0
ENSG00000146540,492,788,831,249,17,796,639,891,782,1638,1161,1277,359
ENSG00000164849,14,7,11,8,0,4,6,7,2,38,47,30,5
ENSG00000164850,0,2,1,1,0,0,2,1,1,3,0,3,1
ENSG00000178381,44,52,64,50,10,92,102,108,113,236,227,198,54
ENSG00000164853,0,0,0,0,0,0,1,1,1,3,2,0,0
ENSG00000164877,54,119,150,86,27,126,117,142,161,636,386,240,80
ENSG00000164880,385,524,657,215,40,1455,1118,1468,1284,2139,2088,1713,490
ENSG00000198517,254,528,603,870,80,552,397,648,816,5566,3791,4543,368
ENSG00000164855,154,131,154,50,5,212,186,197,232,786,578,472,90
ENSG00000157778,439,346,520,182,12,374,341,314,335,1360,826,1120,266
ENSG00000225968,2,1,0,0,0,3,2,3,6,12,8,8,1
ENSG00000002822,60,80,108,34,8,286,238,341,326,388,408,384,151
ENSG00000122687,282,326,432,247,20,417,398,462,512,1572,1266,1566,257
ENSG00000106268,698,722,916,225,7,826,749,842,700,1918,1384,1491,436
ENSG00000106266,223,289,366,88,5,496,345,493,432,913,802,826,235
ENSG00000106263,1954,1891,2840,713,86,6623,5894,7072,7095,7998,9826,7891,2076
ENSG00000136213,166,114,153,30,1,147,150,178,138,493,334,407,105
ENSG00000275572,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000106003,78,61,68,31,13,78,72,91,68,374,297,280,33
ENSG00000106009,421,436,597,180,11,936,737,977,1002,1745,1685,1601,448
ENSG00000106012,46,70,57,29,2,76,82,108,91,258,196,182,52
ENSG00000136295,767,668,878,179,4,604,668,722,646,1650,1088,890,498
ENSG00000174945,1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000146535,242,214,282,64,18,197,208,232,188,574,374,470,200
ENSG00000198286,3,8,6,0,0,0,11,19,14,4,11,7,13
ENSG00000146555,9,10,13,10,0,39,54,89,53,68,53,54,31
ENSG00000164916,110,120,209,72,5,252,148,245,218,554,566,484,146
ENSG00000242802,75,87,140,69,17,211,125,238,245,556,427,338,146
ENSG00000157927,28,20,40,3,1,37,48,62,57,104,89,111,14
ENSG00000218823,10,11,12,2,0,16,13,10,7,20,10,21,2
ENSG00000136297,0,0,0,0,1,0,0,0,0,4,0,0,1
ENSG00000272968,0,2,0,1,0,0,0,1,0,5,0,0,2
ENSG00000146587,22,18,39,45,6,165,124,167,186,320,337,375,44
ENSG00000157954,295,304,382,82,6,332,326,365,362,806,504,609,200
ENSG00000164638,169,172,196,36,3,135,188,171,173,344,229,160,115
ENSG00000182095,258,348,542,155,20,1031,746,1062,1004,1962,1735,1677,471
ENSG00000155034,230,277,349,138,10,445,383,520,490,1275,1067,1144,254
ENSG00000075624,51390,41429,67255,9509,823,102669,90978,115018,108207,100934,120534,107694,44929
ENSG00000075618,1233,1427,2400,272,55,3616,3156,4365,3792,2802,3705,3380,1825
ENSG00000011275,169,138,235,76,8,619,585,727,701,852,950,917,237
ENSG00000122543,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000122674,296,219,348,100,6,502,552,560,654,947,721,917,298
ENSG00000155026,0,0,0,0,0,0,0,0,1,2,2,2,0
ENSG00000122512,78,81,122,54,8,251,220,258,256,483,452,494,102
ENSG00000106305,856,669,1134,300,15,2262,1775,2356,2182,3146,3832,3303,877
ENSG00000086232,1313,1195,1525,343,50,1505,1659,1596,1781,2866,2000,2378,872
ENSG00000157999,1,1,3,4,0,0,1,2,3,6,4,8,2
ENSG00000106346,92,94,156,136,8,221,232,244,268,1055,882,1018,117
ENSG00000008256,126,78,122,54,10,165,145,156,193,395,308,325,92
ENSG00000178397,91,86,131,74,3,112,97,107,121,447,317,352,83
ENSG00000136238,1352,977,1566,307,35,1982,1822,1934,1860,2878,2627,3039,870
ENSG00000164535,142,124,169,137,21,405,366,444,510,1218,1093,1285,257
ENSG00000136240,3666,2187,3094,595,47,3176,3841,3495,3818,7129,5740,5192,2234
ENSG00000215045,0,0,2,0,0,0,0,0,0,3,0,0,0
ENSG00000136247,176,130,148,48,14,147,136,144,177,468,257,265,111
ENSG00000146576,242,210,304,131,2,262,286,269,299,1006,736,835,168
ENSG00000236609,6,7,13,5,0,2,7,5,6,28,16,14,4
ENSG00000205903,66,77,133,108,24,201,131,202,180,1155,759,905,119
ENSG00000164631,89,75,124,71,3,302,305,324,428,982,923,960,107
ENSG00000169402,0,0,0,0,0,0,0,0,0,3,2,2,0
ENSG00000146574,304,231,347,106,6,508,552,572,634,939,701,909,292
ENSG00000106392,276,181,289,160,7,374,417,304,385,1203,922,1151,198
ENSG00000215018,2,0,3,1,2,1,1,0,4,7,1,3,0
ENSG00000164654,159,125,202,119,12,353,370,400,447,885,644,886,183
ENSG00000106399,1394,1392,1806,547,30,1414,1320,1410,1623,2934,2224,2635,770
ENSG00000219545,108,84,119,21,3,105,100,81,124,273,199,198,75
ENSG00000106415,8,8,11,2,1,6,4,6,12,52,19,44,15
ENSG00000003147,2,4,3,4,0,18,10,6,10,15,11,12,8
ENSG00000122584,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000189043,3191,2808,3769,967,46,3189,3079,3736,3423,7082,5128,5508,2094
ENSG00000106443,125,120,213,61,13,652,578,812,804,693,768,860,240
ENSG00000005108,156,74,111,49,4,459,273,230,272,770,575,550,101
ENSG00000106460,1063,683,1013,222,12,1955,2154,2012,2267,2243,2370,2432,797
ENSG00000146530,4,2,6,4,0,16,6,6,11,39,21,29,6
ENSG00000006747,0,0,0,5,0,2,5,2,4,8,9,6,2
ENSG00000122644,79,52,101,153,19,140,160,153,218,849,557,997,94
ENSG00000006468,14,4,14,3,0,39,29,29,35,34,49,43,18
ENSG00000136267,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187546,5,15,15,1,0,47,65,66,68,51,67,59,30
ENSG00000106511,2,0,1,0,0,0,0,0,0,0,1,2,0
ENSG00000214960,9,14,12,8,0,23,17,26,23,47,29,31,12
ENSG00000171243,0,0,1,0,0,0,0,0,0,1,0,0,0
ENSG00000205858,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000106524,44,40,82,34,5,218,149,204,215,308,301,309,87
ENSG00000136261,546,516,700,197,12,1696,1367,1686,1782,1648,1854,1831,533
ENSG00000106537,696,251,295,184,6,651,488,422,476,1448,1184,984,157
ENSG00000280130,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000106541,7535,2782,4337,1626,122,10435,7774,7312,8172,14684,11814,14327,1694
ENSG00000173467,1,1,0,2,0,2,2,1,1,5,7,9,3
ENSG00000106546,234,143,256,212,21,888,635,649,930,1840,1508,2126,266
ENSG00000071189,149,107,134,66,8,236,267,214,265,457,375,383,106
ENSG00000229937,38,49,54,6,0,112,83,114,102,111,105,116,43
ENSG00000048052,0,3,2,1,0,2,2,2,3,11,4,8,1
ENSG00000122691,17,19,26,10,1,22,17,16,12,110,69,70,8
ENSG00000146618,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000105849,147,122,172,75,6,366,335,360,439,472,510,656,126
ENSG00000173452,1,1,1,2,0,0,0,0,0,6,1,7,0
ENSG00000183742,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000105855,15,2,6,2,3,20,16,14,24,58,32,42,12
ENSG00000004846,32,21,11,32,14,4,3,3,3,44,17,31,4
ENSG00000164651,2,2,1,0,0,4,3,3,4,15,10,9,2
ENSG00000105866,85,56,81,36,11,129,115,118,161,333,326,293,63
ENSG00000105877,2,1,1,2,0,0,3,5,4,14,15,26,3
ENSG00000164649,144,132,196,48,2,394,334,392,374,406,429,542,91
ENSG00000136237,3,1,0,3,0,4,2,0,0,6,2,9,0
ENSG00000105889,42,26,34,15,2,122,100,72,89,173,158,182,29
ENSG00000136244,130,12,75,32,54,3,1,2,42,288,30,64,171
ENSG00000196683,1568,1278,1545,689,38,972,1001,968,1304,3916,2362,2813,1047
ENSG00000122591,106,125,146,39,4,206,279,329,306,276,258,300,196
ENSG00000122550,115,110,171,55,2,322,348,349,347,402,335,420,131
ENSG00000136243,106,84,144,90,12,244,255,263,300,587,595,632,159
ENSG00000136235,5,4,11,6,0,7,8,8,13,27,9,23,5
ENSG00000156928,626,579,806,291,16,690,696,697,744,2289,1480,1882,432
ENSG00000136231,110,107,158,66,14,421,290,380,507,415,473,496,174
ENSG00000164548,477,459,753,150,29,1378,1224,1368,1470,1486,1657,1639,620
ENSG00000169193,26,19,22,7,1,68,54,46,42,84,112,100,25
ENSG00000279448,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188732,1,4,3,1,0,0,7,4,5,8,4,9,4
ENSG00000196335,6,1,4,0,1,9,6,5,6,4,6,8,3
ENSG00000122585,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000105926,125,156,201,78,6,419,444,485,490,580,544,707,124
ENSG00000105928,243,247,424,67,6,608,684,787,868,457,649,566,349
ENSG00000070882,73,72,119,28,2,269,280,344,340,286,289,346,104
ENSG00000172115,2307,2048,3107,673,52,2630,2516,2294,2542,6090,4605,4981,1265
ENSG00000153790,0,5,6,6,0,6,12,5,18,20,10,4,8
ENSG00000105954,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000050344,96,107,148,19,2,245,271,273,387,646,339,462,234
ENSG00000122566,3722,2976,5432,1124,171,17689,15498,18238,17874,12309,17368,18168,4507
ENSG00000122565,875,710,1135,321,12,2494,2398,2667,2670,2179,2522,3434,688
ENSG00000086300,65,41,100,13,3,80,90,87,108,134,74,160,60
ENSG00000122548,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222004,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000005020,90,91,150,36,0,467,430,448,474,294,306,416,143
ENSG00000105991,30,30,43,32,6,30,31,41,32,180,105,126,27
ENSG00000105996,2,3,2,2,0,1,0,2,4,21,14,13,4
ENSG00000105997,108,80,143,76,3,104,82,92,119,538,423,448,86
ENSG00000197576,14,6,16,10,0,11,9,13,16,44,36,43,8
ENSG00000106004,24,17,32,23,5,36,25,24,20,161,121,143,17
ENSG00000106006,7,6,8,2,0,1,3,10,4,25,16,17,5
ENSG00000122592,31,29,50,6,4,24,30,40,47,89,76,86,27
ENSG00000078399,0,0,0,0,0,0,0,2,0,5,2,0,0
ENSG00000257184,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253293,22,24,32,23,5,12,14,22,18,134,104,110,25
ENSG00000005073,5,1,7,10,0,1,1,9,4,14,12,15,6
ENSG00000106031,60,72,98,28,2,58,64,96,86,187,152,206,60
ENSG00000106038,0,0,0,0,0,2,0,0,1,2,4,2,0
ENSG00000106049,433,415,554,88,9,764,819,899,905,877,810,900,413
