Geneid,AK006M,AK007M,AK008M,AK010M,AK012M,AK014M,AK016M,AK017M,AK018M,AK021M,AK019M,AK029M,AK034M,AK098M,AK102M,AK117M,AK123M,AK133M,AK134M,AK135M,AK136M,AK137M,AK138M
ENSG00000143889,52,298,316,32,20,1231,384,1402,283,730,538,246,530,1709.5,1271,1152.5,1046,1467,2224,1366,2160,787.5,2277
ENSG00000143891,11,154,127,7,2,600,206,800,90,125,148,82,246,435,215,454,308,548.5,725,58,838,313,679
ENSG00000115875,328,1706,1765,214,189,5949,2105,5325,1386,4276,3132,1543,2740,5157.83,6017,5113,5060.83,6940.16,11903.5,8138.58,7721.83,3524.5,9713.08
ENSG00000152147,168,1002,1119,55,19,1886,1336,1877,196,1218,1099,828,872,1762.5,1957,1314,1284.5,3018,5183.5,861,3456,1524,1477
ENSG00000163214,52,444,414,45,23,1138,656,1512,259,842,564,492,809,1562.42,1536,1466.17,1233,1470,3214,1165.5,2222.67,796,3171.5
ENSG00000188010,195,375,399,23,4,627,463,607,88,319,282,179,364,1216.17,956.5,751.67,617.17,1717.08,2096.33,378,1991,920.33,1226.75
ENSG00000214694,0,5,3,0,0,3,4,3,1,6,3,1,3,5,1,2,4,4,7,8,1,1,5
ENSG00000115904,190,1008,1026,102,47,1530,1390,1855,318,1200,710,877,1014,3361,4284.75,3399.5,3017.5,5590.5,10550.17,1984.5,6697,2670,4380.5
ENSG00000205111,1,3,1,0,0,5,1,8,1,8,6,2,5,11,7,4,10,7,10,15,20,10,6
ENSG00000011566,122,863,896,80,36,1891,1483,2043,312,1136,880,801,1379,1769.5,2040.5,1719,1648,2537.5,5183,1519,3443.5,1343,2282
ENSG00000152154,0,1,0,0,0,0,1,0,0,1,0,1,1,0,2,3,9,10,18,9,3,3,0
ENSG00000138050,37,228,244,24,22,590,335,672,164,674,432,252,514,731.2,1008.5,582.67,670.67,1232,2584.5,1269.5,1501,603,2308.17
ENSG00000183023,6,45,42,2,0,132,116,150,36,40,27,24,127,141,66,86,37,168,177,19,245,89,133
ENSG00000205086,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,1
ENSG00000162878,111,474,523,51,18,2408,340,1128,126,1706,1314,950,742,1640,2220,1570,1818,2282.5,4162,750,932,309,442
ENSG00000143924,279,2147,2220,120,63,4588,3756,4907,742,1966,1428,1918,2980,5038.17,3944,5290.33,3430.5,7027.5,10180,2020,8651.5,3536.5,7015.5
ENSG00000115944,448,2065,2358,81,40,2291,2531,2255,333,926,720,1083,2076,2718.17,1999.17,2309.33,1532.83,4774.5,5178.33,723,4849.25,2124.33,3029.5
ENSG00000171126,4,18,10,1,2,43,7,65,9,49,37,26,17,47,121,42,62,65,197,76,67,33,61
ENSG00000057935,126,679,685,36,17,1095,896,1301,205,630,426,442,883,2142.5,1551,1886.67,1222,3105,4153.33,724.67,3855.17,1459.67,3021.33
ENSG00000162881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
ENSG00000162882,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
ENSG00000152518,79,463,451,86,199,293,265,391,118,1534,383,984,740,1620,4294,2083,5797,5138.5,12364.5,11462.5,3910.5,1402,6906
ENSG00000115970,92,830,782,69,21,1534,996,2473,410,1695,949,712,1434,2661.6,3237.67,2400.67,2288,3142.75,6537,2858,3872.42,1492.5,5110.5
ENSG00000152527,29,138,104,15,7,286,217,240,34,227,147,162,95,258.5,268.5,380,341.5,853,1544.17,612,344,143.5,490.5
ENSG00000138036,44,200,231,11,9,539,438,648,99,262,252,163,427,605,478,526,403.67,919.5,1312.5,299,932,400.5,986
ENSG00000138075,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
ENSG00000143921,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1
ENSG00000138095,225,1684,1806,197,86,7154,3016,9638,1462,4292,3239,1788,2989,9181.2,7812,8506.17,6677.5,6900,15522.5,7135.5,11536,5015,13315.5
ENSG00000138032,97,630,666,54,21,1464,972,1378,260,1190,618,644,814,2163.83,2159.5,1840.5,1892,3632.33,6163.25,1703.67,4694.83,1738.17,3260.17
ENSG00000138079,34,127,102,14,5,208,141,296,38,133,102,58,67,171,152,151,102,416,566,123,541.5,184,316
ENSG00000138078,89,592,650,60,39,1629,1028,1952,298,904,740,608,813,2133.5,1937.33,2123.5,1729.67,2215.5,4386,1901.67,3457.83,1448,2839
ENSG00000143919,17,104,106,2,4,140,161,190,34,77,52,47,116,315,191.5,221,179.33,480.5,547.5,111,574,209,423
ENSG00000138083,0,0,3,1,0,0,1,0,0,2,0,0,3,11,13,7,7,17,29,5,18.33,6,9
ENSG00000170577,0,0,1,0,0,2,0,3,0,2,0,0,1,5,1,0,1,2,11,3,7,5,4.5
ENSG00000068784,74,368,376,33,18,795,533,1010,206,576,404,346,718,1057,935.5,794,652.5,1087,2026.33,943,1743,671,2489
ENSG00000171132,20,194,194,13,8,296,165,376,82,266,162,139,327,473.5,654,489,530,735.17,1564,497.75,1017,356,883
ENSG00000116016,816,5328,5613,224,172,5394,3507,6522,1240,3890,2130,2726,4258,11554,8870.25,11096,8431.5,21752,23747,8499,25976.67,9317.17,18207.83
ENSG00000187600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
ENSG00000250565,27,123,152,2,0,284,120,256,36,128,87,79,86,341,290,338,219,714,795,97,704,254,288
ENSG00000119729,379,1153,1165,71,18,1366,986,1682,202,784,440,467,816,2331.07,1944.47,2482.97,1651.57,5939.15,6275.26,879.77,6399.36,2478.4,2823.46
ENSG00000151665,165,273,290,28,2,895,242,926,140,472,346,144,286,1110.95,937.92,814.62,597.17,1686.78,2054.92,422.83,1769.33,622.83,1017
ENSG00000119878,124,180,200,9,1,852,190,848,132,377,340,93,134,705,654,667.5,495,1394.5,1731,241,1489.5,533,694.5
ENSG00000171150,158,1242,1256,86,39,1928,1485,2661,408,1954,1476,1254,1594,2113.5,3488.83,2178.83,3123,4433.83,10218.33,2749.33,5658.75,2332,3270.33
ENSG00000180398,211,558,654,36,8,1799,551,1748,275,820,638,334,620,2601.27,2092.25,2176.42,1522.75,4567.55,5624.97,698,5159.73,2075,2581.68
ENSG00000068724,62,818,774,22,10,1210,585,1744,298,742,464,492,918,2277,1869,2366,1894,3021.5,4512.17,720.5,3768.5,1326.67,2935
ENSG00000273269,355,294,324,90,29,1664,444,1482,298,838,797,193,277,1840.32,1530.01,1540.64,1223.58,2506.31,2955.95,1018.39,2770.64,1482.85,1713.61
ENSG00000239605,0,10,8,4,1,6,7,6,0,6,4,8,8,6.78,7.22,2.89,11.33,13,15.17,70.39,14.89,2.89,5.36
ENSG00000143933,907,3258,3473,216,102,13483,4396,12821,2378,6486,6706,2063,2955,17212.98,14457.68,14829.79,12362.91,22065.65,25710.84,8628.39,24426.32,13399.34,15004.02
ENSG00000119888,9,48,25,3,0,192,66,158,19,65,58,31,42,532,363.5,454,282,536.5,732.5,68,287,109.5,175
ENSG00000095002,80,342,362,31,11,2026,508,2572,374,886,728,290,574,2973.5,2121,2336,1705.5,2153.5,3715,606,3532,1439,3611
ENSG00000184261,0,0,1,0,0,2,0,2,0,1,0,0,0,3,8,2,3,11,25,2,5,0,4
ENSG00000116062,136,1344,1517,105,48,3942,2454,4464,766,2365,1703,1454,2451,4634.33,4204,3913.17,3120,3490.17,7683.42,2274.67,5468.67,2191.67,5819.25
ENSG00000138081,121,578,693,82,42,987,841,1492,212,1090,693,638,883,3074,2872.5,2853,2408,3518.5,6384,2320,4782.5,1951.5,4791.5
ENSG00000170802,94,340,369,54,27,772,447,1125,166,726,734,409,446,905,1690,860,1243.5,1431,4126.5,1021,1785,664,1371
ENSG00000162869,38,165,175,22,11,316,194,560,68,352,207,114,205,1118,1058.5,915,716,1346.5,2090.5,687,1851,703,1468
ENSG00000068781,2,5,2,0,0,2,4,6,0,2,2,2,6,6,4.5,10.5,7.25,10.5,20.5,4,10.5,2.5,12.5
ENSG00000243244,2,4,2,0,0,2,4,6,0,2,2,2,6,8,4.5,10.5,6.5,12.5,20.5,4,10.5,2.5,14
ENSG00000242441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0.5
ENSG00000279956,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0.17,0
ENSG00000138039,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0.5,0,0,0.17,0
ENSG00000170820,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0
ENSG00000179915,0,1,0,0,0,1,2,0,0,3,1,0,0,1,0,2,2,1,3,1,0,0,1
ENSG00000115239,11,126,134,6,2,267,207,280,54,120,89,88,286,266.25,214.5,260.75,191,294.83,539.25,155.87,416,171,629.25
ENSG00000270898,13,128,135,6,4,273,211,285,58,128,94,102,293,283.5,240,269.5,219.75,309.08,613.75,182.37,441,171.5,647.75
ENSG00000143942,52,199,199,11,7,710,247,825,105,339,343,172,219,661,686,513,418,1131,1874,299.5,1360.5,523,848
ENSG00000068912,468,1202,1334,87,31,3299,1676,3377,461,1398,1052,595,1151,4023.67,2994.17,3781,2518,8215.33,8890.17,1386,8153.17,3396.5,3805.5
ENSG00000119737,10,57,81,16,5,72,66,94,12,157,98,157,58,119.75,288,136.75,193.25,183.75,760,339.5,216.5,80,135.5
ENSG00000068878,158,944,1052,110,55,1724,1226,2747,383,1691,1145,988,970,4988.5,4690.5,4811,3849,5624.5,10160,3564,8314.5,3279.5,5970
ENSG00000170634,11,68,56,5,5,122,62,126,20,71,50,35,44,205,151.67,138,126,351,461.5,142,318,91,176
ENSG00000178021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000177994,0,0,2,0,0,2,2,4,0,1,1,3,0,5,4,2,1,9,12,3,6,6,1
ENSG00000115306,282,3514,3607,616,368,5536,3596,8638,1943,8341,4602,5094,7372,9855.5,13906.83,7672.83,9512.5,7286.67,23596,13483.67,10209.33,3826,15225.5
ENSG00000214595,1,45,36,5,1,69,40,83,11,66,33,30,65,85.5,83,81,74,141,211,65,138,49,106
ENSG00000115310,274,1997,2174,111,83,5046,2498,6003,1152,2410,1768,1818,3742,9418.33,6586.67,7655.17,7081.17,9019.67,12769.67,4853,12712.42,5411.08,10316.5
ENSG00000162994,3,36,53,6,1,114,37,105,19,95,78,42,61,125,156.67,119,112,231.5,485.67,182,221,84,232
ENSG00000143947,1384,4799,5372,228,84,15254,4836,14277,2704,7632,6419,2314,5144,14061.41,11215.15,12672.91,9677.37,21406.3,23892.58,5189.09,23996.23,11697.09,15098.34
ENSG00000085760,195,1014,1040,57,31,3212,1668,3044,544,1644,1131,818,1354,3723,3131.5,3060,2639,4734,7790,1794.5,6540.17,2855.5,5257.17
ENSG00000115355,299,832,884,105,50,2664,1187,2855,499,1687,1094,654,881,4732.5,4808.17,4473.5,3454.5,6792,10399.17,2884,9460,3573.5,5952.5
ENSG00000163001,216,1020,1046,38,8,1674,1428,1533,222,743,429,441,1030,1638.67,1110,1314.42,851.5,2983.5,3323.67,457,3413.17,1376.5,2112
ENSG00000275052,144,971,1044,41,30,1774,1358,2377,367,1846,892,885,1234,3943.5,3826,3725.12,3540.17,5797,9943.17,3661.5,7480.67,2983,6383.5
ENSG00000138035,144,798,882,77,50,3125,1598,3107,644,2620,1304,820,1857,3387.5,2838.17,2968.5,3134.5,3247.25,5976.5,6637.33,5244,2192,7069.5
ENSG00000115380,101,368,410,15,0,1138,664,900,143,269,284,317,1060,1902,980,1328,804,1257,1647.5,141,1504,619,1012
ENSG00000055813,1,1,1,1,0,19,7,5,0,18,17,30,2,50,75,19,17,30,81,16,5,0,2
ENSG00000028116,266,753,823,71,38,2358,1104,2971,482,1202,954,497,1055,2832,2576,2674,2170.5,4427.17,7164.17,1764.5,5671.42,2221.5,4718
ENSG00000115392,80,226,224,22,8,1072,222,1127,200,551,512,119,329,1035.25,1031.33,852.5,733,1298,2118.5,642.5,1594,667,1552.67
ENSG00000119866,0,1,2,0,0,2,0,0,1,4,1,1,0,5,16,2,4,4,9,5,0,1,3
ENSG00000115421,92,492,521,71,52,836,756,916,215,977,628,773,842,1066.5,1667.17,1048,1263,1489.5,3849.67,2278.67,1909.17,754,2453.33
ENSG00000162924,38,189,186,47,36,344,246,424,85,663,354,346,324,444.33,881,464,861.5,761,2035,2048,806,307,1282.5
ENSG00000162927,8,26,23,4,4,83,35,120,27,86,55,27,52,124,166,96,116,150,352,143.5,191,66,232
ENSG00000162928,99,423,459,17,10,1106,533,1197,193,604,457,340,554,1082,1031.5,950,824,1853,2805,544,2145.5,739.5,1404.5
ENSG00000162929,40,270,270,6,2,606,340,710,84,398,227,190,247,1178.67,1199,1098,772,1798,2606.33,403,2029.5,693,1072
ENSG00000237651,87,207,244,25,4,356,295,324,57,250,139,132,248,257,287,200,180.5,650,954.75,217,798.5,296.5,441
ENSG00000173209,27,150,142,20,6,404,90,503,82,616,294,72,200,511.5,878.5,472,465,928.5,1379,819.5,698.5,250,786
ENSG00000115464,608,3086,3216,236,89,7226,3720,9539,1173,5216,3602,2242,2782,9701.5,11453.5,10843.75,8766,15415.83,26208.83,7788,18346.5,6795.5,7794
ENSG00000082898,736,2400,2678,242,122,10132,3034,9869,2167,6433,4400,1960,2757,14191,12788.92,12131,10068.67,17933.5,25172.42,9370,23411.42,10021.5,19514
ENSG00000170264,25,234,257,14,10,149,306,308,22,254,88,148,268,750,742,494.5,446,926,1546.5,456,1332,499,752
ENSG00000115484,542,2725,2949,147,85,14268,4353,14308,2857,3828,4104,1883,4350,13468,7077.92,11202.67,7839.17,11576,15465.83,3361.5,17950,8610.67,15492.5
ENSG00000173163,113,492,506,33,6,1124,503,1058,139,337,370,251,532,1288,892.5,907.5,613,1699.75,2220,301,1894,773,1127
ENSG00000170340,75,376,415,35,17,992,497,1080,150,930,637,428,666,1252,1917.5,1160.5,1410,1968,4870.5,1507,2576.5,932,2201.5
ENSG00000186889,9,61,53,2,0,116,76,162,20,56,46,36,78,286,234,249,194.5,504,690.17,84,570.67,223,305
ENSG00000115504,208,1344,1501,85,25,1994,1884,2976,439,1827,1114,1133,1584,5512.5,5919.17,5843.5,4908,9648.33,15598.67,3081.5,12673.33,4912,9681.67
ENSG00000115507,11,67,95,16,10,36,66,53,4,80,47,166,55,158,389,168,204,291,893,140,322,91,92
ENSG00000143951,33,242,231,3,3,169,344,273,35,153,86,96,247,262.5,226.5,250,164.67,475,680.5,254.5,538,204,485.5
ENSG00000014641,109,534,606,27,17,5480,965,5883,781,1188,1500,343,1029,4625.75,2407.5,4085.33,2651.25,3733.56,5303,757,5811.42,2485,5096.58
ENSG00000169764,136,972,968,32,12,1918,1421,2112,379,804,561,569,1288,4189.5,2232.17,3715.5,2285.8,4906.6,5607.42,1003,5944.5,2435.5,4626.75
ENSG00000143952,178,596,596,66,17,1715,643,1856,293,1208,756,382,514,2187.5,2338,2067,1674,4298,6716,1266.5,4528,1661,2013.5
ENSG00000197329,9,22,24,6,3,73,38,41,19,87,54,46,26,138,202,143,162,289.75,566.5,273,83,33,154
ENSG00000119862,36,131,127,5,2,186,134,196,20,186,92,117,130,395,495,322,302,734,1478.5,278,714.67,283,409
ENSG00000119844,160,720,730,63,43,1915,982,1981,320,1330,982,678,873,2128.67,2619.67,2100,2086,3552,6892.5,1593.25,3922,1650.5,2508
ENSG00000279644,27,0,1,16,10,0,0,0,0,2,0,1,0,0,2,0,0,0,0,2,0,0,2
ENSG00000179833,46,348,377,57,49,234,289,250,49,530,266,635,239,536,1358.67,556,981,1373,4377,1505,1491,636,1124
ENSG00000115902,17,206,244,9,2,614,330,668,148,198,162,186,393,962,477,857,529,1004,1491,156,1186.5,469,1021
ENSG00000011523,26,238,254,21,8,401,217,569,82,351,221,330,386,876,1137,718.5,871.5,1007,2498.75,571,1411,530,1260.5
ENSG00000138069,414,1147,1300,90,30,2455,1804,2328,395,1478,786,633,1201,5704.75,4075,4813.33,3609.5,8118.5,9686.5,1733.5,8609,4202,5641.58
ENSG00000138071,186,468,558,55,21,1472,782,2368,404,1356,554,350,604,8554.58,5541.67,8137.5,5507.08,10838.3,12743.5,2391.17,13623.5,6420.67,12121.67
ENSG00000198369,94,511,522,48,78,407,414,478,136,806,213,467,888,1647.5,2326,1583.5,2267,3390,5914,5155.5,3873,1427.5,6574.67
ENSG00000143995,14,93,94,2,4,116,132,126,25,107,64,102,237,140,191,124,146,207.5,480,311,289.75,100,397.5
ENSG00000143971,174,605,624,100,46,1444,765,1804,287,1524,1153,785,930,1824,2951,1584.67,2163,2757.67,6339.83,2546,3362.67,1289,2617
ENSG00000197223,120,597,657,20,8,672,869,521,87,418,299,492,612,879.84,895.13,778.71,716.32,1421.34,2443.67,540.93,1582.99,724.05,1007.91
ENSG00000243667,8,126,109,10,2,250,160,234,45,152,102,96,163,363,314.83,279.5,271,380.5,651.67,192.5,537.5,226,440.5
ENSG00000273398,148,298,285,58,36,563,389,545,97,367,207,206,358,1780.75,1637.33,1587.25,1360.5,2791.25,3965.92,709.25,3206.65,1451.75,2212.5
ENSG00000115946,189,895,992,64,43,1950,1317,2307,417,1104,833,792,1351,2488,2111,1901.5,1989,3348,5504,1782.5,4510,1990,4194
ENSG00000221823,38,188,186,15,6,386,242,402,55,271,140,107,206,1669.25,1564.33,1502.25,1260,2808.25,3904.42,588.75,3116.65,1419.75,2065
ENSG00000119865,1,7,13,0,0,12,13,14,1,10,7,6,15,20,28,19,24,73,76,13,119,29,41
ENSG00000115956,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,2
ENSG00000204923,11,15,53,5,3,40,51,36,4,45,26,34,43,81,101,45,66,133,198,144,159,57.5,157
ENSG00000169621,42,220,193,4,4,189,258,309,57,81,56,68,298,334,223,223,157,511,490,175.5,818,264,635
ENSG00000169618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000163219,0,4,0,0,0,2,5,6,1,2,0,1,7,5,5,11,8,6,18,8,9,6,15
ENSG00000163217,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000183607,1,9,6,0,0,16,6,18,5,5,8,7,3,29,52,34,25,8,44,3,19,8,7
ENSG00000169605,1,1,1,0,0,4,1,9,1,3,5,1,6,11,10,7,6,15,10,2,9,7,1
ENSG00000169604,314,2861,3122,101,48,2229,3875,3810,646,1272,672,1261,4740,10862.95,7351.42,9142.17,5798.5,10486.67,12064.5,1520.17,16125,6729,11241.75
ENSG00000198380,66,564,624,36,15,1506,1026,1718,243,726,529,443,769,2535.17,1688,2390,1702.5,2551,4476.5,885,3368,1469.5,2661
ENSG00000169599,136,812,940,34,4,1559,1235,1608,214,513,505,451,1096,2052,1199.42,1440.25,964.5,2518,2997.33,333.5,3150.75,1328.5,2315.33
ENSG00000115977,74,501,492,62,34,569,520,717,100,520,293,578,471,1470.5,1723,1488.5,1412,1805,4206,824,2286.5,892.5,1433.5
ENSG00000196975,260,1792,1755,74,15,2750,2976,4887,796,1227,802,947,3293,8925.83,5132,9162.83,5778.33,8863.5,11032.83,1043.67,9129.17,4031.67,8511
ENSG00000087338,94,456,469,19,5,354,453,660,91,380,166,282,386,1425,1290.5,1370,915,2584.67,3324.33,318.5,2648,1003.5,960.17
ENSG00000124380,121,825,898,46,23,870,1179,1008,143,558,428,540,916,1859.75,1755.67,1564.17,1450.5,2734.33,4017.83,1261.83,3128.08,1430,2759.17
ENSG00000059728,4,23,21,7,7,36,17,41,21,141,37,27,76,78,157.5,50,202,117,276,1236,168,48,1175
ENSG00000279229,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244617,0,3,1,0,0,4,2,6,0,2,1,1,1,12,7,7,6,18,21,27,15,8,18
ENSG00000169564,224,885,940,194,113,904,929,1358,163,2116,886,1422,1012,8494.5,8165.83,8620.33,8424,12401.83,19458.83,8861.83,15104.17,6640.5,13176.17
ENSG00000115998,42,380,423,36,36,410,374,459,129,506,311,502,688,505.5,816,481,662.5,831,2258.92,1087,992,362,1488.75
ENSG00000116001,97,533,566,39,22,1334,566,1522,299,1152,724,359,882,1597.5,1748.5,1270,1195,1983.5,3248.25,1820,2285,856,3251.5
ENSG00000116005,110,538,618,14,14,1180,1272,1676,164,469,350,399,743,2929.5,1726.5,2574.5,1611.5,2715,4209.5,371.5,4616.5,1902,2085.5
ENSG00000143977,514,2108,2138,130,36,4430,2380,4198,517,2625,2282,1118,1645,6559.06,6542.18,5100.88,4290.78,9242.38,12040.93,2821.19,9761.26,4590.34,5701.95
ENSG00000035141,205,600,687,46,12,1345,521,1485,177,902,498,319,536,2213.58,1890.42,1609,1287.83,3782.17,4757.08,685.5,4247.91,1577,1865.2
ENSG00000163235,8,42,48,2,0,109,64,162,24,84,47,41,51,150,188,125,84,317,503,99,355,127,181
ENSG00000075340,52,469,564,22,4,471,521,825,90,327,180,344,449,2106.5,1426,1698.75,1140.67,2275,3202,322.5,3678.5,1503,2390.83
ENSG00000183733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000152672,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,5
ENSG00000116031,0,0,2,0,0,0,1,3,0,0,1,1,1,0,1,0,0,4,1,0,4,0,2
ENSG00000116035,10,111,117,3,0,66,68,88,26,50,38,76,126,150.5,251,167.5,163.5,265.5,607.5,91.5,286.5,110.5,179.5
ENSG00000116039,2,50,44,1,2,42,40,56,14,44,30,24,80,67.5,116,62.5,55.5,109.5,220,62.5,104.5,37.5,149.5
ENSG00000258881,34,151,207,7,2,366,136,399,53,220,118,87,140,898.33,675.75,701.25,471,1436.75,1642.83,261.75,1665.5,590.25,804
ENSG00000144031,0,3,0,0,0,0,0,1,0,4,1,1,0,0,0,0,4,2,3,22,2,0,6
ENSG00000144043,44,193,258,12,5,522,161,583,73,320,174,108,182,1170.33,912.75,874.25,644.5,1975.75,2160.83,338.75,2226,779.25,1038
ENSG00000124357,36,236,263,6,8,445,361,638,78,260,156,153,373,1100,706.67,766.42,618,1167.17,1704.67,390.67,1415.5,520,952.92
ENSG00000124370,28,164,203,1,0,280,197,375,52,165,101,76,187,285,250.5,241,167.5,560,735.5,119.5,586,194,479.5
ENSG00000124383,139,760,752,121,67,867,1406,1100,181,1154,505,831,1118,2761.33,3508.6,2615.33,3000.33,3314.64,7792.34,3210.83,4639.64,2070.5,4962.67
ENSG00000124374,3,13,13,1,0,13,20,27,3,12,5,11,12,51,31,42,34,95,125,14,109,38,58
ENSG00000075292,260,1300,1352,179,70,4211,2040,4892,854,3150,2292,1452,2340,4928.5,6005.67,4434.67,4487,5346.17,11513.87,5440.5,6933.08,2667.5,8077
ENSG00000135636,0,1,6,4,0,7,4,28,3,7,9,5,19,31,26,23,34,17,39,15,48,10,63
ENSG00000003137,11,104,95,22,9,180,59,169,35,224,146,165,157,284,479.5,313,470,375.33,832,273,220,59,180
ENSG00000144036,23,296,348,22,4,412,494,712,101,260,167,182,476,1178.5,1003.83,1117,814,1098.5,1945.5,393,1712,699,1595
ENSG00000116096,138,996,1001,32,4,2664,1025,2860,476,733,743,521,1081,2552,1766,2275,1778,3516,4289,327.5,4196.5,1656.5,2096.5
ENSG00000135638,0,0,2,0,0,3,0,1,0,2,1,2,1,9,7,7,9,9,12,0,1,0,2
ENSG00000144040,33,288,343,15,10,356,330,434,63,213,115,185,360,384,396.4,353.9,310.8,678.4,1135.4,227.8,711.05,283.4,537.5
ENSG00000135631,31,398,375,23,15,494,325,692,109,372,264,429,454,1045.5,1203.6,883.1,986.7,1422.6,2702.1,551,1664.2,640.1,1113.5
ENSG00000214513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,1
ENSG00000135632,48,639,617,9,9,1539,712,1718,304,738,530,465,786,2071.83,1833,1904.33,1447.5,2951.67,4800.92,648.5,3599.42,1454.17,2491.17
ENSG00000135617,55,390,428,7,7,382,223,321,49,135,105,146,286,597,385,263,196.5,577,538,41,651.5,207.17,221
ENSG00000135624,494,4291,4696,164,96,16768,6332,16352,3222,4383,4674,2998,6909,16678.71,8636.75,13769.75,9138.47,14721.23,19155.15,3333,21564.85,10453.75,18328.13
ENSG00000163013,1,41,40,3,5,41,23,82,8,89,44,53,41,161,274,197,196,291,584,130,355,114.5,237
ENSG00000135625,0,0,0,1,8,0,0,0,3,17,0,2,73,0,3,0,42,0,2,517.5,2,1,614.33
ENSG00000116127,322,1433,1519,146,59,2756,1608,3583,654,2120,1517,1146,1643,3158.5,4757,3717,3147,5369.67,10803.33,3219,6468,2430.5,4826.5
ENSG00000144035,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,4,0,3,0,0
ENSG00000204872,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,2,1,0,2,0,1,0,0
ENSG00000144034,306,1085,1206,68,16,2185,1284,2215,240,935,887,574,1010,2268.5,1852.5,1746,1282.25,3518.5,4499.72,711,3974.25,1909.25,2391.3
ENSG00000144048,98,509,494,48,21,911,690,1142,178,532,491,456,823,1177,1243,947,902,1515,2736,555.5,1931,832.5,1874.5
ENSG00000187833,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,26,0,0,21
ENSG00000124356,157,934,892,37,24,1614,1172,1686,322,814,575,592,1363,2155.5,1537.5,1789,1393.92,2815,4114.17,1133.5,3535.5,1478.5,3547.67
ENSG00000163017,0,1,1,1,0,0,4,0,1,3,1,1,9,4.17,3.83,3.08,12.47,6.48,7.32,13.33,5.37,2.37,22.34
ENSG00000114956,271,1292,1408,80,38,2143,1239,2562,457,1203,868,795,1434,3158.16,2811.83,2774.66,2148.42,5022.66,6994.33,1684.17,5855.83,2366.83,4316.33
ENSG00000187605,91,746,776,118,44,634,496,1003,121,1094,617,1193,558,1882,3907.5,2133,2999,3709,10822.83,2967.5,4298.17,1529,2568
ENSG00000163170,534,989,1086,150,46,2267,830,2028,237,1533,1174,698,722,3028.5,3395.17,2140.33,1835.17,4928.17,6560.33,1415.17,5371,2261.33,2797
ENSG00000114978,366,1156,1180,80,27,3908,1342,4530,710,1626,1436,656,1222,4523,3994.25,4133,3188,7441,9046,1788.5,8456,3643.5,4669
ENSG00000065911,332,1465,1685,69,19,6964,1963,5715,1423,2338,2193,882,2236,6476.5,4609.75,5511.67,3886.67,8161.83,10371.92,1670.17,11500.63,5229.5,9869.67
ENSG00000264324,19,144,154,21,10,213,168,281,40,117,75,136,236,586.5,451,505.75,354,369,839.75,179.75,621.5,258.75,600.5
ENSG00000188687,0,9,10,0,1,3,1,10,3,9,5,2,21,19,43,20,31,33,88,43.5,25.2,13,35
ENSG00000204843,58,795,881,63,32,2073,1333,2355,408,1073,616,732,1568,4909,3090.12,3914.46,2653.87,3195,5640.25,1274.25,5847,2317.75,5367
ENSG00000159239,6,79,75,3,0,120,57,137,18,62,50,69,109,282.5,271.5,291.17,238.17,503.33,737.08,116.17,523.65,159,285.5
ENSG00000005448,45,493,544,15,2,2076,580,2071,347,558,570,284,674,1649.5,1091.5,1306.5,843.5,1864.5,2464.5,225,2567,935,1501
ENSG00000114993,10,204,192,11,5,374,177,562,82,205,159,141,288,664.5,581.5,448,497.5,620.5,1260,125,840,303.5,577
ENSG00000115274,27,174,204,12,8,261,107,280,44,188,135,137,215,629.08,668,378.92,456.08,680.25,1344.08,285.42,929.33,347.83,741.21
